,bottle,station,cast,niskin,depth,counts,run_time,dic_cell_id,dbs_fname,analysis_datetime,analysis_datenum,salinity,alkalinity_certified,total_phosphate,total_silicate,total_ammonium,crm,exp_number,sample_date,time,latitude,longitude,temperature,ton,temperature_override,analyte_volume,file_path,analysis_batch,reference_good,file_name,analyte_mass,file_good,titrant_molinity_here,titrant_molinity,alkalinity_gran,emf0_gran,alkalinity,alkalinity_std,alkalinity_npts,emf0,pH_initial,temperature_initial,alkalinity_offset
201,AE-EXP5-NaOH2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 10:10:00,19327.42361111111,35.5856,,0.11525849472316024,0.5821530750424025,,False,5.0,10/03/2022,05:09:00,-31.43,-111.99,24.8,0.007814135235468492,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,0-0  0  (0)AE-EXP5-NaOH2.dat,0.10121657434465695,True,,0.100521069101607,2667.9516642282388,630.0023241256634,2663.778006725112,1.5563802579296242,6.0,636.4385419412868,8.400000982090095,25.0,
202,AE-EXP12-C3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 10:26:00,19327.43472222222,34.4421,,0.46337867387939724,,,False,1.0,26/02/2022,01:30:00,-32.5,-73.43,19.5,0.026394987752623892,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,0-0  0  (0)AE-EXP12-C3.dat,0.10113113235806079,True,,0.100521069101607,2309.135990296083,630.0405738301214,2293.4964646179296,2.363752013833938,6.0,635.9683529738747,8.070041454587361,25.0,
204,AE-EXP12-NaOH2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 10:56:00,19327.455555555556,34.4421,,0.46337867387939724,,,False,1.0,26/02/2022,01:30:00,-32.5,-73.43,19.5,0.026394987752623892,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,0-0  0  (0)AE-EXP12-NaOH2.dat,0.10113113235806079,True,,0.100521069101607,2007.3352352601332,630.2793624390724,1990.550063763215,2.0245608216753417,6.0,636.1662451191489,8.13508430208519,25.0,
205,AE-EXP12-NaOH1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 11:11:00,19327.46597222222,34.4421,,0.46337867387939724,,,False,1.0,26/02/2022,01:30:00,-32.5,-73.43,19.5,0.026394987752623892,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,0-0  0  (0)AE-EXP12-NaOH1.dat,0.10113113235806079,True,,0.100521069101607,2098.708766785786,630.2653104353118,2084.3149267172685,1.2626136249122926,6.0,636.3061526381782,8.178017630562625,25.0,
206,AE-EXP12-NaOH3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 11:26:00,19327.47638888889,34.4421,,0.46337867387939724,,,False,1.0,26/02/2022,01:30:00,-32.5,-73.43,19.5,0.026394987752623892,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,0-0  0  (0)AE-EXP12-NaOH3.dat,0.10113113235806079,True,,0.100521069101607,2310.037455057768,630.2245907052252,2295.5599312982067,2.4354883493176556,6.0,636.212754933483,8.307441012675,25.0,
207,AE-EXP12-C1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 11:42:00,19327.4875,34.4421,,0.46337867387939724,,,False,1.0,26/02/2022,01:30:00,-32.5,-73.43,19.5,0.026394987752623892,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,0-0  0  (0)AE-EXP12-C1.dat,0.10113113235806079,True,,0.100521069101607,2306.86229759397,630.277269129368,2290.7463702761443,2.267830998654313,6.0,636.1862375530218,8.098234542706702,25.0,
208,NUTSLAB04,1,12,11,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 11:57:00,19327.497916666667,35.0,,0.0,0.0,0.0,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,1-12  11  (0)NUTSLAB04.dat,0.10117281148021293,True,,0.100521069101607,2381.2802716033198,630.1724736446754,2372.962542173852,1.8795897575294023,6.0,636.3615874009855,7.962589863397448,25.0,
209,AE-EXP12-C2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 12:12:00,19327.508333333335,34.4421,,0.46337867387939724,,,False,1.0,26/02/2022,01:30:00,-32.5,-73.43,19.5,0.026394987752623892,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,0-0  0  (0)AE-EXP12-C2.dat,0.10113113235806079,True,,0.100521069101607,2305.369429341325,630.2713231087247,2290.5207314073414,2.6118970449657377,6.0,636.2467298648328,8.097566724472498,25.0,
210,AE-EXP9-I1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 12:27:00,19327.51875,35.1856,,0.012701721204723517,0.11529254631979807,,False,9.0,24/03/2022,06:02:00,-26.17,-152.0,26.8,0.004885277386432121,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,0-0  0  (0)AE-EXP9-I1.dat,0.10118668007939295,True,,0.100521069101607,2324.782044717699,630.2922542639437,2309.6548815511273,3.294843019260853,7.0,636.3203033897543,8.099655549635154,25.0,
211,AE-EXP9-I2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 12:42:00,19327.529166666667,35.1856,,0.012701721204723517,0.11529254631979807,,False,9.0,24/03/2022,06:02:00,-26.17,-152.0,26.8,0.004885277386432121,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,0-0  0  (0)AE-EXP9-I2.dat,0.10118668007939295,True,,0.100521069101607,2324.999446960764,630.3229689967388,2309.7516057880603,3.4405568966477293,7.0,636.3494691160358,8.09592267733898,25.0,
212,AE-EXP7-I2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 12:57:00,19327.539583333335,35.4881,,0.08498483940150267,0.1787612139135056,,False,7.0,17/03/2022,04:46:00,-31.43,-135.48,24.2,0.008791535110500277,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,0-0  0  (0)AE-EXP7-I2.dat,0.10120928698075432,True,,0.100521069101607,2344.5505710171387,630.3135085677395,2328.90668048698,4.188017444231453,7.0,636.3319388068151,8.07027110272372,25.0,
213,AE-EXP7-I1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 13:12:00,19327.55,35.4881,,0.08498483940150267,0.1787612139135056,,False,7.0,17/03/2022,04:46:00,-31.43,-135.48,24.2,0.008791535110500277,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,0-0  0  (0)AE-EXP7-I1.dat,0.10120928698075432,True,,0.100521069101607,2345.345062085041,630.1237587583984,2330.388990957873,4.331739708087405,7.0,636.1859790699242,8.070339397313935,25.0,
214,AE-EXP9-I3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 13:27:00,19327.560416666667,35.1856,,0.012701721204723517,0.11529254631979807,,False,9.0,24/03/2022,06:02:00,-26.17,-152.0,26.8,0.004885277386432121,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,0-0  0  (0)AE-EXP9-I3.dat,0.10118668007939295,True,,0.100521069101607,2326.3504989171156,630.2925001964304,2309.9574255827097,3.3016177686254498,7.0,636.2606097252635,8.101182042838927,25.0,
215,AE-EXP7-I3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 13:42:00,19327.570833333335,35.4881,,0.08498483940150267,0.1787612139135056,,False,7.0,17/03/2022,04:46:00,-31.43,-135.48,24.2,0.008791535110500277,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,0-0  0  (0)AE-EXP7-I3.dat,0.10120928698075432,True,,0.100521069101607,2344.4088845950178,630.224390378171,2328.8203092209606,4.1068399502688235,7.0,636.2566257262617,8.07237874815149,25.0,
216,AE-EXP12-I3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 13:57:00,19327.58125,34.4421,,0.46337867387939724,,,False,1.0,26/02/2022,01:30:00,-32.5,-73.43,19.5,0.026394987752623892,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,0-0  0  (0)AE-EXP12-I3.dat,0.10113113235806079,True,,0.100521069101607,2309.7776994917417,630.1536713971369,2293.9201865489313,2.340453927984722,6.0,636.0653073270148,8.102106623787376,25.0,
217,AE-EXP12-I1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 14:13:00,19327.59236111111,34.4421,,0.46337867387939724,,,False,1.0,26/02/2022,01:30:00,-32.5,-73.43,19.5,0.026394987752623892,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,0-0  0  (0)AE-EXP12-I1.dat,0.10113113235806079,True,,0.100521069101607,2310.2729987103035,630.1112668660389,2295.6535629934874,2.73522589090588,6.0,636.0863682162744,8.103307801577364,25.0,
218,AE-EXP5-I1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 14:30:00,19327.604166666668,35.5856,,0.11525849472316024,0.5821530750424025,,False,5.0,10/03/2022,05:09:00,-31.43,-111.99,24.8,0.007814135235468492,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,0-0  0  (0)AE-EXP5-I1.dat,0.10121657434465695,True,,0.100521069101607,2354.191111940138,630.125994467243,2338.204361184937,4.491360074112666,7.0,636.1403846502409,8.072949392145958,25.0,
219,NUTSLAB05,1,12,22,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 14:50:00,19327.618055555555,35.0,,0.0,0.0,0.0,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,1-12  22  (0)NUTSLAB05.dat,0.10117281148021293,True,,0.100521069101607,2382.185717580218,629.8850768514217,2374.5365478464278,1.826012654141525,6.0,636.1078953051409,7.961682279018778,25.0,
220,AE-EXP5-I2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 15:05:00,19327.628472222223,35.5856,,0.11525849472316024,0.5821530750424025,,False,5.0,10/03/2022,05:09:00,-31.43,-111.99,24.8,0.007814135235468492,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,0-0  0  (0)AE-EXP5-I2.dat,0.10121657434465695,True,,0.100521069101607,2352.8942606377177,630.0163471751312,2337.5263517981607,4.70504997581265,7.0,636.0637980728142,8.072499985916322,25.0,
221,AE-EXP5-I3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 15:20:00,19327.63888888889,35.5856,,0.11525849472316024,0.5821530750424025,,False,5.0,10/03/2022,05:09:00,-31.43,-111.99,24.8,0.007814135235468492,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,0-0  0  (0)AE-EXP5-I3.dat,0.10121657434465695,True,,0.100521069101607,2352.1910802031643,629.9426416697343,2337.0583028650844,4.570959433631201,7.0,636.0038027103222,8.074866554401774,25.0,
222,AE-EXP10-I3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 15:35:00,19327.649305555555,34.4421,,0.46337867387939724,,,False,1.0,26/02/2022,01:30:00,-32.5,-73.43,19.5,0.026394987752623892,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,0-0  0  (0)AE-EXP10-I3.dat,0.10113113235806079,True,,0.100521069101607,2318.6202838304403,629.9182509976009,2304.9680362820636,3.21362692039047,7.0,635.9776963569851,8.09809016659368,25.0,
223,AE-EXP10-I1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 15:51:00,19327.660416666666,34.4421,,0.46337867387939724,,,False,1.0,26/02/2022,01:30:00,-32.5,-73.43,19.5,0.026394987752623892,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,0-0  0  (0)AE-EXP10-I1.dat,0.10113113235806079,True,,0.100521069101607,2319.7161248220204,629.8993038862916,2304.885925257574,3.110606484177154,7.0,635.9026151790109,8.099356556952808,25.0,
224,AE-EXP10-I2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 16:06:00,19327.670833333334,34.4421,,0.46337867387939724,,,False,1.0,26/02/2022,01:30:00,-32.5,-73.43,19.5,0.026394987752623892,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,0-0  0  (0)AE-EXP10-I2.dat,0.10113113235806079,True,,0.100521069101607,2318.814568231023,629.847941638414,2303.870620345042,3.1361966988980234,7.0,635.8508387532839,8.099326529139324,25.0,
226,NUTSLAB06,1,12,11,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 16:36:00,19327.691666666666,35.0,,0.0,0.0,0.0,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,1-12  11  (0)NUTSLAB06.dat,0.10117281148021293,True,,0.100521069101607,2381.5513547740047,629.6012199845884,2373.2638515148515,1.6765000260061025,6.0,635.7902665462028,7.9630746413481575,25.0,
227,CRM-198-0616-02,666,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 16:51:00,19327.702083333334,33.504,2200.67,0.67,3.8,0.0,True,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,True,666-0  0  (0)CRM-198-0616-02.dat,0.10106107928593495,True,0.10036452843167232,0.100521069101607,2212.206910040347,629.471127878147,2204.1000836034495,1.286014488265884,6.0,635.6196932034189,7.9094808526894385,25.0,3.430083603449475
228,NUTSLAB01,2,12,22,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 08:23:00,19328.349305555555,35.0,,0.0,0.0,0.0,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,2-12  22  (0)NUTSLAB01.dat,0.10117281148021293,True,,0.100521069101607,2378.7659237684447,628.8441723593196,2370.4555289712844,1.4976253263938075,6.0,635.0378570009524,7.9562725113259996,25.0,
229,NUTSLAB02,2,12,22,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 08:39:00,19328.360416666666,35.0,,0.0,0.0,0.0,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,2-12  22  (0)NUTSLAB02.dat,0.10117281148021293,True,,0.100521069101607,2381.99912138754,629.026747194485,2374.539865831419,1.5479577178133068,6.0,635.2695263964703,7.961878885178984,25.0,
230,NUTSLAB03,2,12,22,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 08:59:00,19328.374305555557,35.0,,0.0,0.0,0.0,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,2-12  22  (0)NUTSLAB03.dat,0.10117281148021293,True,,0.100521069101607,2380.4560125210373,629.3191299933312,2373.0402363644853,2.1415355639752343,6.0,635.555577508903,7.962488275182539,25.0,
231,CRM-195-0327-02,666,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 09:16:00,19328.38611111111,33.485,2213.51,0.49,3.6,0.0,True,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,True,666-0  0  (0)CRM-195-0327-02.dat,0.10105966083311879,True,0.10070738611166055,0.100521069101607,2218.4381097876285,629.4791668997083,2209.4175674004664,1.1944225845079852,6.0,635.5708650463049,7.93823661209406,25.0,-4.092432599533822
232,NUTSLAB04,2,12,22,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 09:31:00,19328.39652777778,35.0,,0.0,0.0,0.0,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,2-12  22  (0)NUTSLAB04.dat,0.10117281148021293,True,,0.100521069101607,2380.7875864366333,629.6783189477176,2371.7425591772108,2.0312591970372074,6.0,635.8255848879786,7.96198129489432,25.0,
233,AE-EXP12-I2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 09:46:00,19328.406944444443,34.4421,,0.46337867387939724,,,False,1.0,26/02/2022,01:30:00,-32.5,-73.43,19.5,0.026394987752623892,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,0-0  0  (0)AE-EXP12-I2.dat,0.10113113235806079,True,,0.100521069101607,2310.6719503721374,629.8874591853956,2294.381595151604,2.3766864786626325,6.0,635.7879772940141,8.099109125453799,25.0,
237,AE-EXP10-C2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 10:55:00,19328.45486111111,34.4421,,0.46337867387939724,,,False,1.0,26/02/2022,01:30:00,-32.5,-73.43,19.5,0.026394987752623892,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,0-0  0  (0)AE-EXP10-C2.dat,0.10113113235806079,True,,0.100521069101607,2310.39100952164,630.1546155542924,2295.2124470060376,2.2478006996717905,6.0,636.1098804346924,8.065672363845287,25.0,
238,AE-EXP10-C1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 11:10:00,19328.465277777777,34.4421,,0.46337867387939724,,,False,1.0,26/02/2022,01:30:00,-32.5,-73.43,19.5,0.026394987752623892,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,0-0  0  (0)AE-EXP10-C1.dat,0.10113113235806079,True,,0.100521069101607,2309.704504996452,630.2286863202579,2294.000565938141,2.4300083192868507,6.0,636.1597225427856,8.08933459587265,25.0,
241,AE-EXP11-I2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 11:56:00,19328.49722222222,34.4421,,0.46337867387939724,,,False,1.0,26/02/2022,01:30:00,-32.5,-73.43,19.5,0.026394987752623892,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,0-0  0  (0)AE-EXP11-I2.dat,0.10113113235806079,True,,0.100521069101607,2313.235261234442,630.2124246468916,2297.7985210466873,2.673357041329213,6.0,636.1568356030406,8.106189297165644,25.0,
242,AE-EXP10-NaOH2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 12:11:00,19328.50763888889,34.4421,,0.46337867387939724,,,False,1.0,26/02/2022,01:30:00,-32.5,-73.43,19.5,0.026394987752623892,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,0-0  0  (0)AE-EXP10-NaOH2.dat,0.10113113235806079,True,,0.100521069101607,2436.5538832646803,630.1965961689052,2425.587280894995,2.3268013369652825,6.0,636.3409192074397,8.339188563758746,25.0,
243,AE-EXP11-I1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 12:26:00,19328.518055555556,34.4421,,0.46337867387939724,,,False,1.0,26/02/2022,01:30:00,-32.5,-73.43,19.5,0.026394987752623892,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,0-0  0  (0)AE-EXP11-I1.dat,0.10113113235806079,True,,0.100521069101607,2314.1872517228694,630.2653142461313,2298.797634340106,2.5168079366880574,6.0,636.2065209569342,8.102803278408784,25.0,
244,NUTSLAB05,2,12,22,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 12:42:00,19328.529166666667,35.0,,0.0,0.0,0.0,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,2-12  22  (0)NUTSLAB05.dat,0.10117281148021293,True,,0.100521069101607,2382.135935251229,630.2050763898133,2373.6347220588286,1.8342843801058881,6.0,636.3823453128119,7.962940744774141,25.0,
245,AE-EXP11-I3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 12:57:00,19328.539583333335,34.4421,,0.46337867387939724,,,False,1.0,26/02/2022,01:30:00,-32.5,-73.43,19.5,0.026394987752623892,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,0-0  0  (0)AE-EXP11-I3.dat,0.10113113235806079,True,,0.100521069101607,2316.833244264191,630.2608067783169,2301.419238520975,2.7011905451846,7.0,636.2200594901724,8.102186951980546,25.0,
246,AE-EXP10-NaOH3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 13:13:00,19328.550694444446,34.4421,,0.46337867387939724,,,False,1.0,26/02/2022,01:30:00,-32.5,-73.43,19.5,0.026394987752623892,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,0-0  0  (0)AE-EXP10-NaOH3.dat,0.10113113235806079,True,,0.100521069101607,2384.5018819642696,630.1567015138077,2377.4007353762017,1.3775919441367122,6.0,636.3736293305756,8.300018252747234,25.0,
247,AE-EXP10-NaOH1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 13:29:00,19328.561805555557,34.4421,,0.46337867387939724,,,False,1.0,26/02/2022,01:30:00,-32.5,-73.43,19.5,0.026394987752623892,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,0-0  0  (0)AE-EXP10-NaOH1.dat,0.10113113235806079,True,,0.100521069101607,2725.138194411579,629.9883753555471,2720.0043076969882,1.794708973150319,6.0,636.2447715551277,8.363763757907876,25.0,
248,AE-EXP10-C3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 13:44:00,19328.57222222222,34.4421,,0.46337867387939724,,,False,1.0,26/02/2022,01:30:00,-32.5,-73.43,19.5,0.026394987752623892,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,0-0  0  (0)AE-EXP10-C3.dat,0.10113113235806079,True,,0.100521069101607,2308.80034785964,630.1390350813864,2295.3170217092,2.9008638847662747,6.0,636.1840984845709,8.088901459587168,25.0,
249,AE-EXP3-C3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 13:59:00,19328.58263888889,35.0624,,0.16904597750947925,0.00781715502934008,,False,3.0,04/03/2022,01:47:00,-32.5,93.89,22.1,0.06351438461338815,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,0-0  0  (0)AE-EXP3-C3.dat,0.10117747403389657,True,,0.100521069101607,2330.249999415724,630.1464070626233,2314.959494216631,3.4587790493983763,7.0,636.1638864602164,8.04883657901952,25.0,
250,AE-EXP3-NaOH2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 14:14:00,19328.593055555557,35.0624,,0.16904597750947925,0.00781715502934008,,False,3.0,04/03/2022,01:47:00,-32.5,93.89,22.1,0.06351438461338815,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,0-0  0  (0)AE-EXP3-NaOH2.dat,0.10117747403389657,True,,0.100521069101607,2800.260404658521,629.9455691076361,2786.609483956083,4.151121331078456,7.0,636.0077575109597,8.411313067927757,25.0,
251,AE-EXP3-NaOH1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 14:30:00,19328.604166666668,35.0624,,0.16904597750947925,0.00781715502934008,,False,3.0,04/03/2022,01:47:00,-32.5,93.89,22.1,0.06351438461338815,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,0-0  0  (0)AE-EXP3-NaOH1.dat,0.10117747403389657,True,,0.100521069101607,2809.7301823434304,629.8880378021004,2796.0789565745004,4.865788033325336,7.0,635.9629308060768,8.425768490304092,25.0,
252,AE-EXP3-C1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 14:46:00,19328.61527777778,35.0624,,0.16904597750947925,0.00781715502934008,,False,3.0,04/03/2022,01:47:00,-32.5,93.89,22.1,0.06351438461338815,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,0-0  0  (0)AE-EXP3-C1.dat,0.10117747403389657,True,,0.100521069101607,2329.4337128632246,630.0030886031941,2315.346571388657,3.60010436861386,7.0,636.0848742681793,8.050881696513805,25.0,
253,AE-EXP3-NaOH3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 15:01:00,19328.625694444443,35.0624,,0.16904597750947925,0.00781715502934008,,False,3.0,04/03/2022,01:47:00,-32.5,93.89,22.1,0.06351438461338815,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,0-0  0  (0)AE-EXP3-NaOH3.dat,0.10117747403389657,True,,0.100521069101607,2803.3033522406363,629.760333373314,2790.7370059869777,4.511739636008843,7.0,635.8894625967486,8.436359070854344,25.0,
254,SO289-09032022-21-20,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 15:17:00,19328.636805555554,35.0,,0.0,0.0,0.0,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,0-0  0  (0)SO289-09032022-21-20.dat,0.10117281148021293,True,,0.100521069101607,2333.9862951504438,629.8891225382964,2318.9593684551096,4.073595882788724,7.0,635.925291527106,8.003389912736914,25.0,
255,NUTSLAB06,2,12,22,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 15:47:00,19328.65763888889,35.0,,0.0,0.0,0.0,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,False,2-12  22  (0)NUTSLAB06.dat,0.10117281148021293,True,,0.100521069101607,2380.9139864365707,629.6006097659733,2373.350571104374,1.697800496789582,6.0,635.8273473475258,7.962011086630476,25.0,
256,CRM-195-0406-02,666,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 16:02:00,19328.668055555554,33.485,2213.51,0.49,3.6,0.0,True,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,1,True,666-0  0  (0)CRM-195-0406-02.dat,0.10105966083311879,True,0.10064900914793838,0.100521069101607,2218.690813163896,629.4543686688579,2210.69817309309,1.396321292508635,6.0,635.5966121357437,7.946278403344342,25.0,-2.811826906910028
